시군구별,연도,월,남자,여자,전체,성비
광주광역시,2018,12,311.0,300.0,611.0,1.0366666666666666
광주광역시,2019,01,409.0,368.0,777.0,1.111413043478261
광주광역시,2019,02,343.0,361.0,704.0,0.9501385041551247
광주광역시,2019,03,377.0,338.0,715.0,1.1153846153846154
광주광역시,2019,04,377.0,346.0,723.0,1.0895953757225434
광주광역시,2019,05,334.0,373.0,707.0,0.8954423592493298
광주광역시,2019,06,346.0,340.0,686.0,1.0176470588235293
광주광역시,2019,07,352.0,372.0,724.0,0.946236559139785
광주광역시,2019,08,338.0,349.0,687.0,0.9684813753581661
광주광역시,2019,09,341.0,331.0,672.0,1.0302114803625377
광주광역시,2019,10,375.0,358.0,733.0,1.047486033519553
광주광역시,2019,11,325.0,343.0,668.0,0.9475218658892128
광주광역시,2019,12,291.0,277.0,568.0,1.0505415162454874
광주광역시,2020,01,344.0,350.0,694.0,0.9828571428571429
광주광역시,2020,02,307.0,303.0,610.0,1.0132013201320131
광주광역시,2020,03,319.0,343.0,662.0,0.9300291545189504
광주광역시,2020,04,309.0,304.0,613.0,1.0164473684210527
광주광역시,2020,05,315.0,288.0,603.0,1.09375
광주광역시,2020,06,264.0,319.0,583.0,0.8275862068965517
광주광역시,2020,07,313.0,294.0,607.0,1.064625850340136
광주광역시,2020,08,314.0,289.0,603.0,1.0865051903114187
광주광역시,2020,09,337.0,301.0,638.0,1.1196013289036544
광주광역시,2020,10,311.0,290.0,601.0,1.0724137931034483
광주광역시,2020,11,266.0,274.0,540.0,0.9708029197080292
광주광역시,2020,12,268.0,296.0,564.0,0.9054054054054054
광주광역시,2021,01,382.0,352.0,734.0,1.0852272727272727
광주광역시,2021,02,322.0,355.0,677.0,0.9070422535211268
광주광역시,2021,03,377.0,312.0,689.0,1.2083333333333333
광주광역시,2021,04,355.0,309.0,664.0,1.1488673139158576
광주광역시,2021,05,336.0,346.0,682.0,0.9710982658959537
광주광역시,2021,06,364.0,319.0,683.0,1.141065830721003
광주광역시,2021,07,331.0,379.0,710.0,0.8733509234828496
광주광역시,2021,08,350.0,321.0,671.0,1.0903426791277258
광주광역시,2021,09,358.0,349.0,707.0,1.0257879656160458
광주광역시,2021,10,295.0,309.0,604.0,0.9546925566343042
광주광역시,2021,11,343.0,318.0,661.0,1.078616352201258
광주광역시,2021,12,250.0,224.0,474.0,1.1160714285714286
광주광역시,2022,01,360.0,374.0,734.0,0.9625668449197861
광주광역시,2022,02,333.0,313.0,646.0,1.0638977635782747
광주광역시,2022,03,337.0,319.0,656.0,1.0564263322884013
광주광역시,2022,04,323.0,305.0,628.0,1.0590163934426229
광주광역시,2022,05,307.0,306.0,613.0,1.0032679738562091
광주광역시,2022,06,308.0,254.0,562.0,1.2125984251968505
광주광역시,2022,07,312.0,267.0,579.0,1.1685393258426966
광주광역시,2022,08,332.0,311.0,643.0,1.067524115755627
광주광역시,2022,09,357.0,324.0,681.0,1.1018518518518519
광주광역시,2022,10,327.0,305.0,632.0,1.0721311475409836
광주광역시,2022,11,299.0,265.0,564.0,1.1283018867924528
광주광역시,2022,12,256.0,252.0,508.0,1.0158730158730158
광주광역시,2023,01,320.0,307.0,627.0,1.0423452768729642
광주광역시,2023,02,297.0,291.0,588.0,1.0206185567010309
광주광역시,2023,03,316.0,257.0,573.0,1.2295719844357977
광주광역시,2023,04,242.0,247.0,489.0,0.979757085020243
광주광역시,2023,05,254.0,251.0,505.0,1.0119521912350598
광주광역시,2023,06,272.0,265.0,537.0,1.0264150943396226
광주광역시,2023,07,245.0,257.0,502.0,0.953307392996109
광주광역시,2023,08,230.0,234.0,464.0,0.9829059829059829
광주광역시,2023,09,256.0,233.0,489.0,1.0987124463519313
광주광역시,2023,10,253.0,241.0,494.0,1.049792531120332
광주광역시,2023,11,223.0,226.0,449.0,0.9867256637168141
광주광역시,2023,12,234.0,221.0,455.0,1.0588235294117647
광주광역시,2024,01,275.0,243.0,518.0,1.131687242798354
광주광역시,2024,02,290.0,273.0,563.0,1.0622710622710623
광주광역시,2024,03,247.0,266.0,513.0,0.9285714285714286
광주광역시,2024,04,230.0,230.0,460.0,1.0
광주광역시,2024,05,237.0,237.0,474.0,1.0
광주광역시,2024,06,237.0,226.0,463.0,1.0486725663716814
광주광역시,2024,07,290.0,274.0,564.0,1.0583941605839415
광주광역시,2024,08,255.0,267.0,522.0,0.9550561797752809
광주광역시,2024,09,247.0,235.0,482.0,1.0510638297872341
광주광역시,2024,10,263.0,274.0,537.0,0.9598540145985401
광주광역시,2024,11,241.0,250.0,491.0,0.964
광주광역시,2024,12,232.0,215.0,447.0,1.0790697674418606
대구광역시,1997,01,1764.0,1581.0,3345.0,1.1157495256166983
대구광역시,1997,02,1608.0,1386.0,2994.0,1.1601731601731602
대구광역시,1997,03,1815.0,1522.0,3337.0,1.1925098554533509
대구광역시,1997,04,1603.0,1422.0,3025.0,1.1272855133614628
대구광역시,1997,05,1501.0,1354.0,2855.0,1.1085672082717872
대구광역시,1997,06,1344.0,1261.0,2605.0,1.0658207771609833
대구광역시,1997,07,1374.0,1341.0,2715.0,1.0246085011185682
대구광역시,1997,08,1445.0,1360.0,2805.0,1.0625
대구광역시,1997,09,1549.0,1347.0,2896.0,1.1499628804751298
대구광역시,1997,10,1535.0,1420.0,2955.0,1.0809859154929577
대구광역시,1997,11,1481.0,1275.0,2756.0,1.1615686274509804
대구광역시,1997,12,1538.0,1393.0,2931.0,1.104091888011486
대구광역시,1998,01,1591.0,1379.0,2970.0,1.1537345902828136
대구광역시,1998,02,1563.0,1397.0,2960.0,1.1188260558339298
대구광역시,1998,03,1648.0,1442.0,3090.0,1.1428571428571428
대구광역시,1998,04,1507.0,1256.0,2763.0,1.1998407643312101
대구광역시,1998,05,1460.0,1184.0,2644.0,1.2331081081081081
대구광역시,1998,06,1357.0,1134.0,2491.0,1.1966490299823633
대구광역시,1998,07,1321.0,1157.0,2478.0,1.1417458945548833
대구광역시,1998,08,1369.0,1136.0,2505.0,1.205105633802817
대구광역시,1998,09,1406.0,1229.0,2635.0,1.144019528071603
대구광역시,1998,10,1389.0,1224.0,2613.0,1.1348039215686274
대구광역시,1998,11,1365.0,1166.0,2531.0,1.1706689536878216
대구광역시,1998,12,1347.0,1204.0,2551.0,1.1187707641196014
대구광역시,1999,01,1490.0,1345.0,2835.0,1.1078066914498141
대구광역시,1999,02,1427.0,1220.0,2647.0,1.169672131147541
대구광역시,1999,03,1519.0,1363.0,2882.0,1.1144534115920763
대구광역시,1999,04,1379.0,1212.0,2591.0,1.1377887788778878
대구광역시,1999,05,1337.0,1176.0,2513.0,1.1369047619047619
대구광역시,1999,06,1266.0,1121.0,2387.0,1.1293487957181088
대구광역시,1999,07,1278.0,1144.0,2422.0,1.117132867132867
대구광역시,1999,08,1322.0,1126.0,2448.0,1.1740674955595027
대구광역시,1999,09,1306.0,1258.0,2564.0,1.0381558028616853
대구광역시,1999,10,1391.0,1249.0,2640.0,1.1136909527622099
대구광역시,1999,11,1484.0,1212.0,2696.0,1.2244224422442245
대구광역시,1999,12,1421.0,1262.0,2683.0,1.1259904912836767
대구광역시,2000,01,1608.0,1449.0,3057.0,1.1097308488612836
대구광역시,2000,02,1444.0,1254.0,2698.0,1.1515151515151516
대구광역시,2000,03,1625.0,1432.0,3057.0,1.1347765363128492
대구광역시,2000,04,1454.0,1299.0,2753.0,1.1193225558121631
대구광역시,2000,05,1512.0,1273.0,2785.0,1.187745483110762
대구광역시,2000,06,1250.0,1071.0,2321.0,1.1671335200746966
대구광역시,2000,07,1310.0,1131.0,2441.0,1.158267020335986
대구광역시,2000,08,1379.0,1232.0,2611.0,1.1193181818181819
대구광역시,2000,09,1370.0,1214.0,2584.0,1.128500823723229
대구광역시,2000,10,1488.0,1326.0,2814.0,1.1221719457013575
대구광역시,2000,11,1384.0,1309.0,2693.0,1.0572956455309397
대구광역시,2000,12,1426.0,1237.0,2663.0,1.1527890056588521
대구광역시,2001,01,1492.0,1357.0,2849.0,1.0994841562269713
대구광역시,2001,02,1232.0,1153.0,2385.0,1.0685169124024285
대구광역시,2001,03,1481.0,1279.0,2760.0,1.1579358874120407
대구광역시,2001,04,1290.0,1123.0,2413.0,1.1487088156723064
대구광역시,2001,05,1226.0,1161.0,2387.0,1.0559862187769165
대구광역시,2001,06,1083.0,1011.0,2094.0,1.0712166172106825
대구광역시,2001,07,1145.0,1006.0,2151.0,1.1381709741550696
대구광역시,2001,08,1204.0,1044.0,2248.0,1.1532567049808429
대구광역시,2001,09,1221.0,1078.0,2299.0,1.1326530612244898
대구광역시,2001,10,1164.0,1095.0,2259.0,1.063013698630137
대구광역시,2001,11,1186.0,987.0,2173.0,1.2016210739614994
대구광역시,2001,12,1075.0,1018.0,2093.0,1.0559921414538311
대구광역시,2002,01,1269.0,1092.0,2361.0,1.1620879120879122
대구광역시,2002,02,1155.0,946.0,2101.0,1.2209302325581395
대구광역시,2002,03,1259.0,1078.0,2337.0,1.1679035250463823
대구광역시,2002,04,1115.0,1007.0,2122.0,1.1072492552135054
대구광역시,2002,05,1117.0,952.0,2069.0,1.1733193277310925
대구광역시,2002,06,907.0,872.0,1779.0,1.040137614678899
대구광역시,2002,07,1094.0,927.0,2021.0,1.180151024811219
대구광역시,2002,08,1050.0,900.0,1950.0,1.1666666666666667
대구광역시,2002,09,1014.0,900.0,1914.0,1.1266666666666667
대구광역시,2002,10,1010.0,936.0,1946.0,1.079059829059829
대구광역시,2002,11,995.0,887.0,1882.0,1.121758737316798
대구광역시,2002,12,987.0,791.0,1778.0,1.247787610619469
대구광역시,2003,01,1165.0,990.0,2155.0,1.1767676767676767
대구광역시,2003,02,1093.0,981.0,2074.0,1.1141692150866462
대구광역시,2003,03,1192.0,1102.0,2294.0,1.0816696914700545
대구광역시,2003,04,1123.0,1035.0,2158.0,1.085024154589372
대구광역시,2003,05,1083.0,968.0,2051.0,1.118801652892562
대구광역시,2003,06,961.0,817.0,1778.0,1.1762545899632804
대구광역시,2003,07,1014.0,837.0,1851.0,1.2114695340501793
대구광역시,2003,08,1027.0,898.0,1925.0,1.143652561247216
대구광역시,2003,09,1115.0,999.0,2114.0,1.1161161161161162
대구광역시,2003,10,1171.0,1038.0,2209.0,1.128131021194605
대구광역시,2003,11,1064.0,954.0,2018.0,1.1153039832285114
대구광역시,2003,12,962.0,924.0,1886.0,1.0411255411255411
대구광역시,2004,01,1146.0,1031.0,2177.0,1.1115421920465567
대구광역시,2004,02,1038.0,975.0,2013.0,1.0646153846153845
대구광역시,2004,03,1240.0,1071.0,2311.0,1.157796451914099
대구광역시,2004,04,1040.0,952.0,1992.0,1.0924369747899159
대구광역시,2004,05,1040.0,878.0,1918.0,1.184510250569476
대구광역시,2004,06,888.0,777.0,1665.0,1.1428571428571428
대구광역시,2004,07,948.0,880.0,1828.0,1.0772727272727274
대구광역시,2004,08,1035.0,917.0,1952.0,1.128680479825518
대구광역시,2004,09,991.0,889.0,1880.0,1.1147356580427445
대구광역시,2004,10,1026.0,1007.0,2033.0,1.0188679245283019
대구광역시,2004,11,945.0,887.0,1832.0,1.0653889515219843
대구광역시,2004,12,864.0,794.0,1658.0,1.0881612090680102
대구광역시,2005,01,994.0,863.0,1857.0,1.1517960602549246
대구광역시,2005,02,844.0,853.0,1697.0,0.9894490035169988
대구광역시,2005,03,1076.0,924.0,2000.0,1.1645021645021645
대구광역시,2005,04,956.0,857.0,1813.0,1.1155192532088682
대구광역시,2005,05,912.0,783.0,1695.0,1.1647509578544062
대구광역시,2005,06,806.0,771.0,1577.0,1.045395590142672
대구광역시,2005,07,886.0,774.0,1660.0,1.144702842377261
대구광역시,2005,08,925.0,801.0,1726.0,1.1548064918851435
대구광역시,2005,09,905.0,877.0,1782.0,1.031927023945268
대구광역시,2005,10,910.0,855.0,1765.0,1.064327485380117
대구광역시,2005,11,887.0,797.0,1684.0,1.1129234629861982
대구광역시,2005,12,827.0,721.0,1548.0,1.147018030513176
대구광역시,2006,01,955.0,877.0,1832.0,1.088939566704675
대구광역시,2006,02,814.0,836.0,1650.0,0.9736842105263158
대구광역시,2006,03,1045.0,902.0,1947.0,1.1585365853658536
대구광역시,2006,04,924.0,793.0,1717.0,1.1651954602774275
대구광역시,2006,05,903.0,794.0,1697.0,1.13727959697733
대구광역시,2006,06,832.0,744.0,1576.0,1.118279569892473
대구광역시,2006,07,807.0,740.0,1547.0,1.0905405405405406
대구광역시,2006,08,889.0,837.0,1726.0,1.0621266427718041
대구광역시,2006,09,923.0,846.0,1769.0,1.091016548463357
대구광역시,2006,10,925.0,831.0,1756.0,1.1131167268351383
대구광역시,2006,11,846.0,812.0,1658.0,1.041871921182266
대구광역시,2006,12,772.0,713.0,1485.0,1.082748948106592
대구광역시,2007,01,991.0,875.0,1866.0,1.1325714285714286
대구광역시,2007,02,951.0,829.0,1780.0,1.1471652593486128
대구광역시,2007,03,929.0,1012.0,1941.0,0.9179841897233202
대구광역시,2007,04,948.0,862.0,1810.0,1.099767981438515
대구광역시,2007,05,932.0,885.0,1817.0,1.0531073446327683
대구광역시,2007,06,887.0,813.0,1700.0,1.0910209102091022
대구광역시,2007,07,871.0,857.0,1728.0,1.0163360560093349
대구광역시,2007,08,1022.0,1025.0,2047.0,0.9970731707317073
대구광역시,2007,09,1061.0,970.0,2031.0,1.0938144329896908
대구광역시,2007,10,1051.0,944.0,1995.0,1.1133474576271187
대구광역시,2007,11,976.0,900.0,1876.0,1.0844444444444445
대구광역시,2007,12,852.0,852.0,1704.0,1.0
대구광역시,2008,01,1070.0,1005.0,2075.0,1.064676616915423
대구광역시,2008,02,902.0,863.0,1765.0,1.045191193511008
대구광역시,2008,03,928.0,876.0,1804.0,1.0593607305936072
대구광역시,2008,04,942.0,857.0,1799.0,1.0991831971995332
대구광역시,2008,05,871.0,786.0,1657.0,1.1081424936386768
대구광역시,2008,06,829.0,734.0,1563.0,1.1294277929155314
대구광역시,2008,07,887.0,795.0,1682.0,1.1157232704402515
대구광역시,2008,08,877.0,751.0,1628.0,1.1677762982689748
대구광역시,2008,09,899.0,819.0,1718.0,1.0976800976800978
대구광역시,2008,10,935.0,859.0,1794.0,1.0884749708963912
대구광역시,2008,11,806.0,754.0,1560.0,1.0689655172413792
대구광역시,2008,12,769.0,748.0,1517.0,1.0280748663101604
대구광역시,2009,01,982.0,900.0,1882.0,1.0911111111111111
대구광역시,2009,02,854.0,717.0,1571.0,1.191073919107392
대구광역시,2009,03,852.0,845.0,1697.0,1.008284023668639
대구광역시,2009,04,884.0,784.0,1668.0,1.1275510204081634
대구광역시,2009,05,785.0,752.0,1537.0,1.0438829787234043
대구광역시,2009,06,794.0,751.0,1545.0,1.0572569906790945
대구광역시,2009,07,874.0,723.0,1597.0,1.2088520055325034
대구광역시,2009,08,823.0,747.0,1570.0,1.1017402945113788
대구광역시,2009,09,881.0,812.0,1693.0,1.0849753694581281
대구광역시,2009,10,934.0,766.0,1700.0,1.2193211488250653
대구광역시,2009,11,770.0,752.0,1522.0,1.023936170212766
대구광역시,2009,12,726.0,691.0,1417.0,1.0506512301013025
대구광역시,2010,01,953.0,842.0,1795.0,1.131828978622328
대구광역시,2010,02,819.0,787.0,1606.0,1.0406607369758576
대구광역시,2010,03,941.0,878.0,1819.0,1.071753986332574
대구광역시,2010,04,841.0,791.0,1632.0,1.0632111251580278
대구광역시,2010,05,951.0,812.0,1763.0,1.1711822660098523
대구광역시,2010,06,800.0,757.0,1557.0,1.0568031704095113
대구광역시,2010,07,865.0,816.0,1681.0,1.0600490196078431
대구광역시,2010,08,853.0,821.0,1674.0,1.0389768574908649
대구광역시,2010,09,968.0,881.0,1849.0,1.0987514188422247
대구광역시,2010,10,1030.0,924.0,1954.0,1.1147186147186148
대구광역시,2010,11,935.0,844.0,1779.0,1.1078199052132702
대구광역시,2010,12,747.0,701.0,1448.0,1.065620542082739
대구광역시,2011,01,1059.0,999.0,2058.0,1.06006006006006
대구광역시,2011,02,848.0,856.0,1704.0,0.9906542056074766
대구광역시,2011,03,945.0,933.0,1878.0,1.0128617363344052
대구광역시,2011,04,960.0,879.0,1839.0,1.0921501706484642
대구광역시,2011,05,879.0,786.0,1665.0,1.118320610687023
대구광역시,2011,06,807.0,754.0,1561.0,1.070291777188329
대구광역시,2011,07,850.0,776.0,1626.0,1.0953608247422681
대구광역시,2011,08,907.0,826.0,1733.0,1.0980629539951574
대구광역시,2011,09,936.0,849.0,1785.0,1.1024734982332156
대구광역시,2011,10,887.0,834.0,1721.0,1.0635491606714629
대구광역시,2011,11,851.0,821.0,1672.0,1.0365408038976858
대구광역시,2011,12,750.0,766.0,1516.0,0.97911227154047
대구광역시,2012,01,986.0,936.0,1922.0,1.0534188034188035
대구광역시,2012,02,914.0,896.0,1810.0,1.0200892857142858
대구광역시,2012,03,974.0,899.0,1873.0,1.0834260289210234
대구광역시,2012,04,937.0,937.0,1874.0,1.0
대구광역시,2012,05,868.0,885.0,1753.0,0.9807909604519774
대구광역시,2012,06,913.0,841.0,1754.0,1.0856123662306778
대구광역시,2012,07,910.0,845.0,1755.0,1.0769230769230769
대구광역시,2012,08,969.0,902.0,1871.0,1.0742793791574279
대구광역시,2012,09,963.0,897.0,1860.0,1.0735785953177257
대구광역시,2012,10,956.0,900.0,1856.0,1.0622222222222222
대구광역시,2012,11,879.0,852.0,1731.0,1.0316901408450705
대구광역시,2012,12,718.0,695.0,1413.0,1.033093525179856
대구광역시,2013,01,1037.0,934.0,1971.0,1.1102783725910064
대구광역시,2013,02,850.0,814.0,1664.0,1.0442260442260443
대구광역시,2013,03,823.0,856.0,1679.0,0.9614485981308412
대구광역시,2013,04,830.0,864.0,1694.0,0.9606481481481481
대구광역시,2013,05,855.0,756.0,1611.0,1.130952380952381
대구광역시,2013,06,740.0,685.0,1425.0,1.0802919708029197
대구광역시,2013,07,862.0,790.0,1652.0,1.0911392405063292
대구광역시,2013,08,813.0,777.0,1590.0,1.0463320463320462
대구광역시,2013,09,800.0,793.0,1593.0,1.008827238335435
대구광역시,2013,10,830.0,847.0,1677.0,0.9799291617473436
대구광역시,2013,11,698.0,689.0,1387.0,1.0130624092888243
대구광역시,2013,12,686.0,711.0,1397.0,0.9648382559774965
대구광역시,2014,01,921.0,884.0,1805.0,1.0418552036199096
대구광역시,2014,02,846.0,799.0,1645.0,1.0588235294117647
대구광역시,2014,03,840.0,801.0,1641.0,1.048689138576779
대구광역시,2014,04,838.0,817.0,1655.0,1.025703794369645
대구광역시,2014,05,834.0,794.0,1628.0,1.0503778337531486
대구광역시,2014,06,825.0,746.0,1571.0,1.1058981233243967
대구광역시,2014,07,824.0,821.0,1645.0,1.0036540803897687
대구광역시,2014,08,811.0,709.0,1520.0,1.1438645980253879
대구광역시,2014,09,850.0,865.0,1715.0,0.9826589595375722
대구광역시,2014,10,850.0,788.0,1638.0,1.0786802030456852
대구광역시,2014,11,744.0,708.0,1452.0,1.0508474576271187
대구광역시,2014,12,710.0,736.0,1446.0,0.9646739130434783
대구광역시,2015,01,957.0,910.0,1867.0,1.0516483516483517
대구광역시,2015,02,813.0,734.0,1547.0,1.1076294277929155
대구광역시,2015,03,954.0,922.0,1876.0,1.03470715835141
대구광역시,2015,04,835.0,819.0,1654.0,1.0195360195360195
대구광역시,2015,05,850.0,789.0,1639.0,1.0773130544993663
대구광역시,2015,06,807.0,726.0,1533.0,1.1115702479338843
대구광역시,2015,07,859.0,798.0,1657.0,1.0764411027568923
대구광역시,2015,08,828.0,738.0,1566.0,1.1219512195121952
대구광역시,2015,09,851.0,764.0,1615.0,1.1138743455497382
대구광역시,2015,10,798.0,745.0,1543.0,1.0711409395973155
대구광역시,2015,11,801.0,715.0,1516.0,1.1202797202797203
대구광역시,2015,12,688.0,737.0,1425.0,0.9335142469470827
대구광역시,2016,01,894.0,905.0,1799.0,0.9878453038674033
대구광역시,2016,02,799.0,748.0,1547.0,1.0681818181818181
대구광역시,2016,03,853.0,820.0,1673.0,1.0402439024390244
대구광역시,2016,04,810.0,790.0,1600.0,1.0253164556962024
대구광역시,2016,05,794.0,777.0,1571.0,1.021879021879022
대구광역시,2016,06,761.0,732.0,1493.0,1.039617486338798
대구광역시,2016,07,732.0,707.0,1439.0,1.0353606789250354
대구광역시,2016,08,826.0,766.0,1592.0,1.0783289817232375
대구광역시,2016,09,809.0,791.0,1600.0,1.02275600505689
대구광역시,2016,10,737.0,652.0,1389.0,1.1303680981595092
대구광역시,2016,11,699.0,671.0,1370.0,1.0417287630402385
대구광역시,2016,12,597.0,628.0,1225.0,0.9506369426751592
대구광역시,2017,01,804.0,738.0,1542.0,1.089430894308943
대구광역시,2017,02,714.0,662.0,1376.0,1.0785498489425982
대구광역시,2017,03,781.0,725.0,1506.0,1.0772413793103448
대구광역시,2017,04,691.0,657.0,1348.0,1.051750380517504
대구광역시,2017,05,726.0,701.0,1427.0,1.035663338088445
대구광역시,2017,06,652.0,686.0,1338.0,0.9504373177842566
대구광역시,2017,07,660.0,592.0,1252.0,1.114864864864865
대구광역시,2017,08,685.0,627.0,1312.0,1.0925039872408293
대구광역시,2017,09,692.0,582.0,1274.0,1.1890034364261168
대구광역시,2017,10,664.0,587.0,1251.0,1.131175468483816
대구광역시,2017,11,607.0,603.0,1210.0,1.0066334991708126
대구광역시,2017,12,587.0,523.0,1110.0,1.1223709369024857
대구광역시,2018,01,655.0,757.0,1412.0,0.8652575957727873
대구광역시,2018,02,664.0,581.0,1245.0,1.1428571428571428
대구광역시,2018,03,669.0,663.0,1332.0,1.009049773755656
대구광역시,2018,04,652.0,602.0,1254.0,1.0830564784053156
대구광역시,2018,05,618.0,649.0,1267.0,0.9522342064714946
대구광역시,2018,06,589.0,599.0,1188.0,0.9833055091819699
대구광역시,2018,07,599.0,576.0,1175.0,1.0399305555555556
대구광역시,2018,08,614.0,582.0,1196.0,1.0549828178694158
대구광역시,2018,09,574.0,537.0,1111.0,1.0689013035381751
대구광역시,2018,10,587.0,564.0,1151.0,1.0407801418439717
대구광역시,2018,11,543.0,524.0,1067.0,1.036259541984733
대구광역시,2018,12,525.0,477.0,1002.0,1.10062893081761
대구광역시,2019,01,665.0,588.0,1253.0,1.130952380952381
대구광역시,2019,02,587.0,544.0,1131.0,1.0790441176470589
대구광역시,2019,03,638.0,586.0,1224.0,1.0887372013651877
대구광역시,2019,04,566.0,539.0,1105.0,1.0500927643784788
대구광역시,2019,05,547.0,553.0,1100.0,0.9891500904159132
대구광역시,2019,06,537.0,500.0,1037.0,1.074
대구광역시,2019,07,569.0,494.0,1063.0,1.1518218623481782
대구광역시,2019,08,568.0,490.0,1058.0,1.1591836734693877
대구광역시,2019,09,556.0,514.0,1070.0,1.0817120622568093
대구광역시,2019,10,600.0,550.0,1150.0,1.0909090909090908
대구광역시,2019,11,585.0,515.0,1100.0,1.1359223300970873
대구광역시,2019,12,488.0,454.0,942.0,1.0748898678414096
대구광역시,2020,01,569.0,529.0,1098.0,1.0756143667296787
대구광역시,2020,02,487.0,486.0,973.0,1.0020576131687242
대구광역시,2020,03,487.0,494.0,981.0,0.9858299595141701
대구광역시,2020,04,487.0,505.0,992.0,0.9643564356435643
대구광역시,2020,05,513.0,430.0,943.0,1.1930232558139535
대구광역시,2020,06,486.0,460.0,946.0,1.0565217391304347
대구광역시,2020,07,523.0,482.0,1005.0,1.0850622406639003
대구광역시,2020,08,478.0,427.0,905.0,1.1194379391100702
대구광역시,2020,09,498.0,459.0,957.0,1.0849673202614378
대구광역시,2020,10,460.0,441.0,901.0,1.0430839002267573
대구광역시,2020,11,382.0,389.0,771.0,0.9820051413881749
대구광역시,2020,12,364.0,357.0,721.0,1.0196078431372548
대구광역시,2021,01,513.0,488.0,1001.0,1.0512295081967213
대구광역시,2021,02,476.0,381.0,857.0,1.2493438320209973
대구광역시,2021,03,491.0,451.0,942.0,1.0886917960088691
대구광역시,2021,04,463.0,443.0,906.0,1.0451467268623025
대구광역시,2021,05,488.0,456.0,944.0,1.0701754385964912
대구광역시,2021,06,421.0,459.0,880.0,0.9172113289760349
대구광역시,2021,07,483.0,438.0,921.0,1.1027397260273972
대구광역시,2021,08,525.0,425.0,950.0,1.2352941176470589
대구광역시,2021,09,441.0,452.0,893.0,0.9756637168141593
대구광역시,2021,10,470.0,420.0,890.0,1.119047619047619
대구광역시,2021,11,411.0,381.0,792.0,1.078740157480315
대구광역시,2021,12,363.0,322.0,685.0,1.1273291925465838
대구광역시,2022,01,515.0,493.0,1008.0,1.0446247464503042
대구광역시,2022,02,407.0,390.0,797.0,1.0435897435897437
대구광역시,2022,03,486.0,498.0,984.0,0.9759036144578314
대구광역시,2022,04,435.0,437.0,872.0,0.9954233409610984
대구광역시,2022,05,473.0,403.0,876.0,1.173697270471464
대구광역시,2022,06,374.0,373.0,747.0,1.002680965147453
대구광역시,2022,07,410.0,410.0,820.0,1.0
대구광역시,2022,08,438.0,416.0,854.0,1.0528846153846154
대구광역시,2022,09,447.0,416.0,863.0,1.0745192307692308
대구광역시,2022,10,428.0,420.0,848.0,1.019047619047619
대구광역시,2022,11,406.0,396.0,802.0,1.0252525252525253
대구광역시,2022,12,334.0,329.0,663.0,1.0151975683890577
대구광역시,2023,01,459.0,456.0,915.0,1.006578947368421
대구광역시,2023,02,416.0,388.0,804.0,1.0721649484536082
대구광역시,2023,03,447.0,463.0,910.0,0.9654427645788337
대구광역시,2023,04,384.0,343.0,727.0,1.119533527696793
대구광역시,2023,05,327.0,371.0,698.0,0.8814016172506739
대구광역시,2023,06,437.0,396.0,833.0,1.1035353535353536
대구광역시,2023,07,420.0,372.0,792.0,1.1290322580645162
대구광역시,2023,08,421.0,385.0,806.0,1.0935064935064935
대구광역시,2023,09,390.0,386.0,776.0,1.0103626943005182
대구광역시,2023,10,389.0,391.0,780.0,0.9948849104859335
대구광역시,2023,11,359.0,329.0,688.0,1.0911854103343466
대구광역시,2023,12,370.0,311.0,681.0,1.189710610932476
대구광역시,2024,01,460.0,450.0,910.0,1.0222222222222221
대구광역시,2024,02,432.0,364.0,796.0,1.1868131868131868
대구광역시,2024,03,427.0,409.0,836.0,1.0440097799511003
대구광역시,2024,04,415.0,388.0,803.0,1.0695876288659794
대구광역시,2024,05,387.0,403.0,790.0,0.9602977667493796
대구광역시,2024,06,391.0,379.0,770.0,1.0316622691292876
대구광역시,2024,07,451.0,389.0,840.0,1.1593830334190232
대구광역시,2024,08,440.0,408.0,848.0,1.0784313725490196
대구광역시,2024,09,461.0,438.0,899.0,1.052511415525114
대구광역시,2024,10,444.0,474.0,918.0,0.9367088607594937
대구광역시,2024,11,444.0,423.0,867.0,1.049645390070922
대구광역시,2024,12,416.0,410.0,826.0,1.0146341463414634
대전광역시,1997,01,1055.0,948.0,2003.0,1.1128691983122363
대전광역시,1997,02,927.0,942.0,1869.0,0.9840764331210191
대전광역시,1997,03,947.0,947.0,1894.0,1.0
대전광역시,1997,04,852.0,814.0,1666.0,1.0466830466830468
대전광역시,1997,05,893.0,872.0,1765.0,1.0240825688073394
대전광역시,1997,06,804.0,721.0,1525.0,1.115117891816921
대전광역시,1997,07,878.0,781.0,1659.0,1.1241997439180538
대전광역시,1997,08,816.0,783.0,1599.0,1.0421455938697317
대전광역시,1997,09,811.0,838.0,1649.0,0.9677804295942721
대전광역시,1997,10,876.0,812.0,1688.0,1.0788177339901477
대전광역시,1997,11,868.0,782.0,1650.0,1.1099744245524297
대전광역시,1997,12,822.0,691.0,1513.0,1.1895803183791607
대전광역시,1998,01,924.0,820.0,1744.0,1.1268292682926828
대전광역시,1998,02,837.0,734.0,1571.0,1.1403269754768393
대전광역시,1998,03,966.0,871.0,1837.0,1.1090700344431688
대전광역시,1998,04,875.0,791.0,1666.0,1.1061946902654867
대전광역시,1998,05,786.0,789.0,1575.0,0.9961977186311787
